Title	Artist	BPM	Key	Import Date
TKO (Lido Remix)	Justin Timberlake	138		2014/4/13
5 AM	Katy B	130		2014/1/30
Dark Horse	Katy Perry	131.999		2014/2/5
Dark Horse (Elephante Remix)	Katy Perry	128.001		2014/2/12
This Is How We Do (Grandtheft Remix)	Katy Perry	129.999		2014/9/30
Falling In Love Again	Kill Paris	99.999		2014/8/27
Clowns (Milo & Otis Trap VIP)	KillaGraham	140		2014/2/20
Clowns	KillaGraham	140.002	Am	2014/4/17
Sleaze (Kill The Noise Remix)	Knife Party	174.99		2014/6/27
Smokestacks (Dimond Saints Remix)	LAYLA	170		2014/6/27
High Tide	Lemaitre	154		2014/7/27
Wait	Lemaitre	120.999		2014/7/27
Go	Lemaitre	174	A	2014/7/27
All I Need	Lemaitre	88.999		2014/7/27
Slippin Into Darkness (GRiZ Remix)	Lettuce	97		2014/4/13
I Love You Part II	Lido	124.999		2014/7/27
I Love You	Lido	159.996		2014/7/27
Lost	Lido	96		2014/7/27
Money	Lido	126.001		2014/7/27
Lost (Stwo Remix)	Lido	136	Cm	2014/7/27
Machuka	Lil Jon	129.999		2010/7/8
Believe Me	Lil Wayne & Drake	92		2014/9/8
Gt40	Lindsay Lowend	164		2014/2/20
Sass Mouth	Lindsay Lowend	135.002		2014/4/17
It's George	Lindsay Lowend	155.09		2014/4/17
Wind Fish	Lindsay Lowend	149		2014/4/17
Brian Williams	Lindsay Lowend & Jonah Baseball	160.874		2014/4/17
Stop Me Cold (813 Remix)	LIZ	143		2014/6/24
Under Pressure	Logic	168		2014/9/30
Hey Now (Kilter's 'EDMDMA' Remix)	London Grammar	123		2014/4/17
Hey Now	London Grammar	120		2014/4/17
A World Alone (Nightizm Remix)	Lorde	118		2014/1/30
Team (Elephante Remix)	Lorde	125.002		2014/4/17
Team	Lorde	100		2014/4/17
100 Bottles	Low Pros	171.057		2014/4/17
Jack Tripper	Low Pros	133.997		2014/2/8
Muscle (TWRK Remix)	Low Pros & Juvenile	100		2014/6/27
Party Girls	Ludacris	130.001		2014/4/17
YALA (Bro Safari & Valentino Khan Remix)	M.I.A	149.999		2014/4/17
Karmageddon	M.I.A.	140.004		2014/4/17
MATANGI	M.I.A.	140		2014/4/17
Only 1 U	M.I.A.	87.5075	Am	2014/4/17
Warriors	M.I.A.	160.011		2014/4/17
aTENTion	M.I.A.	140		2014/4/17
Exodus	M.I.A.	158.007		2014/4/17
Boom Skit	M.I.A.	168.007		2014/4/17
Double Bubble Trouble	M.I.A.	143.999		2014/4/17
Y.A.L.A.	M.I.A.	125.006		2014/4/17
Bring The Noize	M.I.A.	125.004		2014/4/17
Lights	M.I.A.	136.006		2014/4/17
Know It Ain't Right	M.I.A.	132.007		2014/4/17
Sexodus	M.I.A.	158.007		2014/4/17
Aerosol Can	Major Lazer	127.998		2014/6/27
Come On To Me	Major Lazer	110		2014/6/27
Sound Bang	Major Lazer	159.999		2014/6/27
Lose Yourself	Major Lazer	128		2014/6/27
Dale Asi	Major Lazer	136.999		2014/6/27
Bubble Butt (DJ Snake Remix)	Major Lazer	99		2014/4/17
Don't Wait (Kingdom Remix)	Mapei	120.001		2014/1/30
You Don't Know What To Do	Mariah Carey	113		2014/5/20
Animals	Martin Garrix	128		2014/2/15
Get Down 2 Get Up	Mat Zo	120.001		2014/6/27
Pyramid Scheme (Branchez Remix)	Mat Zo	138.86		2014/1/30
Kill The Zo (Part 1)	Mat Zo & Kill The Noise	171.994		2014/5/20
Hold On Be Strong vs. Big Poppa	Matoma	97.649		2014/7/27
Dreams & Nightmares	Meek Mill	159.417	www.MzHipHop.Me	2014/1/30
Fade	Mexico City Blondes	130.005		2014/7/27
Do You... (Cashmere Cat Remix)	Miguel	148.001		2014/8/27
Top Of The World	Mike Posner	160.001		2014/1/30
Everytime The Beat Drops	Monica	164.001		2011/3/19
Snake Juice	Nadastrom x Gent & Jawns	111.999	Gbm	2014/1/30
Walk This Way (Lido Remix)	MØ	87.9994	Em	2014/7/27
Satisfy	Nero	92.876		2014/5/20
Anaconda	Nicki Minaj	130.019		2014/9/30
Don't Let Me Be Misunderstood (Zeds Dead Remix)	Nina Simone	175	Bm	2014/4/13
Stranger	Noosa	120		2014/5/20
My Friends Never Die	Odesza	169.999		2014/4/13
Say My Name	Odesza	115		2014/8/27
Gecko (Original Mix)	Oliver Heldens	125		2014/5/20
Gecko (Overdrive)	Oliver Heldens x Becky Hill	125.005		2014/5/20
Quack Fat	Opiuo	172		2014/6/27
Gangsta	Ozzie	125		2014/9/8
Always (Wave Racer Remix)	Panama	145.992		2014/3/26
Destroyer (Cosmo's Midnight Remix)	Panama	144.99		2014/3/11
Wylin	Paper Diamond & Loudpvck	147	Dbm	2014/2/20
BADBOI	Pegboard Nerds	165	Gbm	2014/8/27
Here It Comes	Pegboard Nerds	150		2014/6/27
Hero	Pegboard Nerds	150		2014/4/13
New Style	Pegboard Nerds	132		2014/7/27
Icarus Lives! (Zedd Remix)	Periphery	128		2014/1/30
Afterglow	Phaeleh	140		2014/1/30
Losing You	Phaeleh	140		2014/1/30
Lament	Phaeleh	140	Gbm	2014/1/30
Plateau	Phaeleh	140		2014/1/30
Badman	Phaeleh	140		2014/1/30
Delusions	Phaeleh	140		2014/1/30
Breathe in Air	Phaeleh	140		2014/1/30
Mantra	Phaeleh	140		2014/1/30
Ellipse	Phaeleh	140		2014/1/30
Hollow	Phaeleh	140		2014/1/30
Ghosts of Memories	Phaeleh	95		2014/1/30
Sundown	Phaeleh	125		2014/1/30
Fallen Light	Phaeleh	93		2014/1/30
Distraction	Phaeleh	128.005		2014/5/20
Never	Phonat	173.997		2014/6/27
Sea of Voices (RAC Remix)	Porter Robinson	127.984		2014/4/13
Divinity	Porter Robinson	89.9966		2014/8/27
Sad Machine	Porter Robinson	88.5		2014/8/27
Years of War	Porter Robinson	110		2014/8/27
Flicker	Porter Robinson	92		2014/8/27
Fresh Static Snow	Porter Robinson	90.998		2014/8/27
Polygon Dust	Porter Robinson	94.999		2014/8/27
Hear the Bells	Porter Robinson	113.745		2014/8/27
Natural Light	Porter Robinson	134.994		2014/8/27
Lionhearted	Porter Robinson	120		2014/8/27
Sea of Voices	Porter Robinson	130.811		2014/8/27
Fellow Feeling	Porter Robinson	128.007		2014/8/27
Goodbye To a World	Porter Robinson	127.986		2014/8/27
One Day They'll Know (Odesza Remix)	Pretty Lights	140.001		2014/2/20
O.G. Bobby Johnson	Que	111.001		2014/8/27
Pyramid Song (Zeds Dead Illuminati Remix)	Radiohead	129.999		2014/4/17
Girls Sounds & Colors	Rich Hill	111		2010/7/8
I Will Never Let You Down	Rita Ora	127.999		2014/5/20
Core	RL Grime	149.999		2014/7/27
Tell Me	RL Grime & What So Not	140.001		2014/4/13
U.O.E.N.O. (DJ Wonder x Childish Major Remix)	Rocko	140		2014/1/30
Everyday (Netsky Remix)	Rusko	174.001	Am	2013/5/28
Ryan Must Be Destroyed (Wave Racer Remix)	Ryan Hemsworth	169.999	Cm	2014/5/20
Diamond Girl (Remix)	Ryan Leslie	94.02		2010/7/8
Paranoia, Ghosts & Other Sounds	SAFIA	160	3m	2014/4/13
Money On My Mind	Sam Smith	134		2014/4/17
Everything We Touch (Noah Breakfast Remix)	Say Lou Lou	97		2014/6/27
Peppermint	Say Lou Lou	169		2014/5/20
Days To Come (Coyote Kisses Cover)	Seven Lions	172	F	2014/5/20
Serpent of Old	Seven Lions	110		2014/6/27
Don't Leave	Seven Lions	131.998		2014/6/27
Worlds Apart	Seven Lions	139.997		2014/6/27
Nepenthe	Seven Lions	139.999		2014/6/27
Strangers	Seven Lions	129.998		2014/6/27
Keep It Close	Seven Lions	109.998	Dm	2014/6/27
Recess ft. Kill The Noise & Fatman Scoop	Skrillex	103.999		2014/4/17
Stranger	Skrillex	127.998		2014/3/14
Dirty Vibe ft. Diplo	Skrillex	160.002		2014/3/14
Ragga Bomb ft. The Ragga Twins	Skrillex	174	Gm	2014/4/17
Doompy Poomp ft. Mishka	Skrillex	104.003		2014/4/17
FucK That	Skrillex	128.001		2014/4/17
Ease My Mind	Skrillex	150		2014/4/17
Fire Away	Skrillex	140		2014/4/17
Ease My Mind (Jai Wolf Remix)	Skrillex	149.999		2014/6/24
One	Sky Ferreira	124.999		2010/7/8
Flickers (Zeds Dead Remix)	Son Lux	111		2014/3/14
Lemonade	Sophie	98.31		2014/8/27
Go	Steff Da Campo	128		2014/4/17
KNAS (Dillon Francis Remix)	Steve Angello	160		2014/4/17
All These Roads (FIXYN Remix)	Sultan & Ned Shepard	126		2014/1/30
No Mediocre (Grandtheft Remix)	T.I.	100.001		2014/9/30
No Mediocre	T.I.	95.5	Dbm	2014/10/14
#Selfie	The Chainsmokers	128		2014/2/8
Bassline Skanka (Original Mix)	The Frim	140		2014/2/15
Classic (RAC Mix)	The Knocks	102		2014/8/27
The One	The Knocks	128.001		2014/4/17
Additional Faces	The M Machine	170.001	Gbm	2014/1/30
Ghosts In The Machine (Kill The Noise Remix)	The M Machine	140		2014/6/27
Often	The Weeknd	133.999		2014/7/27
Give Me More	TheCasaBrothers	100.001		2014/5/20
2 On (Tokimonsta Remix)	Tinashe	102.001		2014/4/13
Jaded	Toyboy & Robin	125.001		2014/1/30
My Body	Treasure Fingers & The Knocks	128.001		2014/1/30
Touchin, Lovin	Trey Songz	99.999		2014/10/14
Montana	Tycho	134.998		2014/1/30
Destroy Me	Uno Hype x DJ Black Diamond	98		2014/4/17
Trap Shit v17	UZ	150	Dbm	2014/8/27
Idea of Happiness (What So Not Remix)	Van She	128		2014/6/27
Can't Sleep	Vanic & K. Flay	146		2014/10/14
Circles	Vanic x Machineheart	100		2014/7/27
Down On My Luck	Vic Mensa	125		2014/5/20
Wimmie Nah	Vic Mensa	146		2014/8/27
F-ck Sh!t (DotCom Remix)	Waka Flocka Flame	140		2014/4/17
Rock U Tonite	Wave Racer	150		2014/1/30
Streamers	Wave Racer	140.001		2014/3/1
Don't Wanna Be Your Girl (Branchez Remix)	Wet	130.001	C	2014/4/17
No Lie (Noah Breakfast Remix)	Wet	126		2014/1/30
High You Are (Branchez Remix)	What So Not	136.999	Gm	2014/3/1
Touched	What So Not	89.9995		2014/5/20
We Dem Boyz (Louis Futon Remix)	Wiz Khalifa	135		2014/7/27
We Dem Boyz	Wiz Khalifa	129.999		2014/7/27
Pictures On My Wall	XV	172		2014/1/30
Assets	Yellow Claw	99.999		2014/1/30
Techno	Yellow Claw x Diplo x LNY TNZ	149.999		2014/7/27
My Hitta	YG	171.001	Ebm	2014/8/27
Who Do You Love	YG	96.5		2014/9/30
Find You	Zedd	127.999		2014/1/30
Collapse	Zeds Dead	91		2014/7/27
Hadouken	Zeds Dead	106.844		2014/4/17
Lost You	Zeds Dead	126		2014/7/27
Bustamove	Zeds Dead	119.699		2014/7/27
Stoned Capone	Zeds Dead	120		2014/7/27
Where Are You Now	Zeds Dead	141		2014/7/27
Dead Price	Zeds Dead	137.999		2014/7/27
Blink	Zeds Dead	144.998		2014/7/27
1975	Zeds Dead	132		2014/4/17
Out For Blood	Zeds Dead & Omar LinX	147		2014/4/13
Lost You	Zeds Dead & Twin Shadow	126		2014/6/27
Murda Something (XVII Remix)	A$AP Ferg	140.001		2014/11/10
Left Hand Free (Lido Remix)	Alt-J	93.769		2014/12/8
Words (Glastrophobie Remix)	Anna Graceman	118		2014/12/17
Break Free	Ariana Grande	130		2014/11/10
Problem	Ariana Grande	103		2014/11/10
Not Into U	Astronomyy	133		2014/12/8
Fall Over (Djemba Djemba Remix)	Banks	143.999		2014/12/8
Noise (Son of Kick Remix)	Bassnectar	148		2014/12/17
I Don't Fuck With You	Big Sean	97.917		2014/11/10
Paradise	Big Sean	128.001		2014/11/10
Rather Be	Clean Bandit	121.003		2014/10/14
Goodnight	Cosmo's Midnight	147		2014/11/10
Set Me Free	Dillon Francis & Martin Garrix	128		2014/11/10
Not Butter	Dillon Francis	111.999		2014/11/10
I Can't Take It	Dillon Francis	111.999		2014/11/10
We Make It Bounce (feat. Stylo G)	Dillon Francis & Major Lazer	128.001		2014/11/10
What's That Spell? (feat. TJR)	Dillon Francis	128.001		2014/11/10
Hurricane (feat. Lily Elise)	Dillon Francis	128		2014/11/10
When We Were Young (Zomboy Remix)	Dillon Francis	140		2014/11/10
Everyday	Diplo	141		2014/11/10
Gravity (Zeds Dead Remix)	DJ Fresh	114.999		2014/12/17
Thinking Out Loud (20syl Remix)	Ed Sheeran	118.5	Em	2014/12/8
Bang It To The Curb (Dotcom Remix)	Far East Movement & Sidney Samson	100.003		2014/12/17
Be Easy	Ghost Loft	89.9998	Dm	2014/11/10
Music Sounds Better With You	Giraffage	111.001		2014/12/8
Cosmos Def	HeRobust	150		2014/12/8
Party McFly	HeRobust	99.999		2014/11/10
People Get Up (Wet Paint Remix)	James Brown	96.001		2014/12/16
Wiggle	Jason Derulo	164		2014/12/16
Sweet Talker	Jessie J	144		2014/10/23
Limelight	Just A Gent	120		2014/11/10
Charge (Mr. Carmack Remix)	Kaaris	127.999		2014/12/17
Boss Mode	Knife Party	88.002		2014/11/12
Firestone	Kygo	113.994		2014/12/8
I Love You (Hoodboi Remix)	Lido	160		2014/12/8
Got It	Marian Hill	164.001		2014/11/10
Uptown Funk	Mark Ronson	115		2014/12/30
Origins	Max Cooper	118		2014/12/8
40 Cows	Megalodon & Habstrakt	139.999		2014/11/10
Basement Bitch (Remix)	Midnight Tyrannosaurus	139.999		2014/11/10
Shook	Milestones	117.001		2014/12/8
Light Years Away	Oliver	102		2014/11/10
Constant Conversations (Noah Breakfast Remix)	Passion Pit	140		2014/1/30
Calling Out	Penguin Prison	122.781		2014/11/10
Weekend (Oliver Nelson Remix)	Priory	105		2014/12/8
Push Pull	Purity Ring	166.001		2014/12/8
No Type (Party Favor Remix)	Rae Sremmurd	149.998	Am	2014/12/17
Super Freak (Kastra Remix)	Rick James	128.001		2014/12/16
Superstition (C2C Remix)	Rick James	112		2014/12/16
Octahate (Cashmere Cat Remix)	Ryn Weaver	160		2014/11/10
Ragga Bomb (Skrillex & Zomboy Remix)	Skrillex	100.011		2014/12/17
Victory	Sound Remedy	112.001		2014/11/10
Ignition	Spor	173.158	Fm	2014/11/10
About the Money	T.I.	102		2014/10/14
Welcome To New York	Taylor Swift	117		2014/11/10
Blank Space	Taylor Swift	96		2014/11/10
Style	Taylor Swift	95.001		2014/11/10
Out of the Woods	Taylor Swift	92.001		2014/11/10
All You Had To Do Was Stay	Taylor Swift	96.998		2014/11/10
Shake It Off	Taylor Swift	160.001		2014/11/10
I Wish You Would	Taylor Swift	117.998		2014/11/10
Bad Blood	Taylor Swift	170		2014/11/10
Wildest Dreams	Taylor Swift	140.001		2014/11/10
How You Get the Girl	Taylor Swift	90		2014/11/10
This Love	Taylor Swift	144	E	2014/11/10
I Know Places	Taylor Swift	159.999		2014/11/10
Clean	Taylor Swift	104.001		2014/11/10
Shake It Off (Sutrose Remix)	Taylor Swift	139.998		2014/12/8
Funk Street	The Floozies	175	Em	2014/12/8
Love, Sex, and Fancy	The Floozies	90		2014/12/8
Stuntin'	The Floozies	168	Em	2014/12/8
Sunroof Cadillac	The Floozies	118.998		2014/12/8
Stompbox (Spor Remix)	The Qemists	171.992	Gm	2014/11/10
Xenogenesis	TheFatRat	133.533		2014/12/8
Pretend	Tinashe	90		2014/11/10
Wait	Tourist	135.001		2014/11/10
Habits (Oliver Nelson Remix)	Tove Lo	116.001		2014/12/8
Make Me Fade	Vanic & K. Flay	160		2014/12/17
Hypnotic	Vanic & Zella Day	160		2014/12/17
Destroid 1 Raise Your Fist	Excision, Downlink & Space Laces	105.039		2014/11/10
Destroid 2 Wasteland	Excision, Downlink & Space Laces	145.001	Dm	2014/11/10
Destroid 3 Crusaders	Excision, Downlink & Space Laces	140		2014/11/10
Destroid 5 Activation	Downlink	139.996		2014/11/10
Destroid 6 Put It Down	Excision & Bassnectar	87.9995	Bm	2014/11/10
Destroid 7 Bounce	Excision & Space Laces	140		2014/11/10
Destroid 8 Annihilate	Excision & Far Too Loud	128		2014/11/10
Destroid 9 Blast Off	Excision & Ajapai	87.9997	Bb	2014/11/10
Destroid 10 Funk Hole	Excision & Space Laces	109.999		2014/11/10
Clap Your Hands	Whilk And Misky	117.999		2014/12/8
Death (Chase & Status Remix)	White Lies	140		2014/11/10
About You	XXYYXX	150		2014/12/8
Unknown	XXYYXX	133		2014/12/8
Even Though (Teen Daze Remix)	XXYYXX & Giraffage	141.996		2014/12/8
Burial (Skrillex & Trollphace Remix)	Yogi	150		2014/12/17
Bassmentality	Zeds Dead	139.999		2014/11/10
Rave	Zeds Dead	139.998		2014/11/10
2015-03-11_21h03m01		129.986		2015/3/11
2015-03-11_21h03m01_00h57m46		129.665		2015/3/11
Where You Been	2 Chainz	134		2015/8/21
Back & Forth	20syl	148.002		2015/6/16
Scoot Ova	4EY The Future	129.999		2015/5/5
Work (Remix)	A$AP Ferg	130.001	Bbm	2015/5/5
Rise & Fall	Adventure Club & Krewella	140.001		2012/11/10
Quiescence Master1	Aerist	147.001		2015/6/16
Victory Ascension.3.29.15	Aerist	142	Dbm	2015/6/16
Victory/Ascension Paolo	Aerist	142		2015/6/16
Ten Feet Tall	Afrojack	127		2015/5/5
J.Park	Airbird & Napolian	99.001		2015/9/23
Don't Wanna Fight	Alabama Shakes	115		2015/5/5
Here	Alessia	121		2015/5/5
Here (Lucian Remix)	Alessia Cara	135		2015/9/23
Mattress Actress	Alex Young & Jonah Baseball	119.992		2015/8/21
Paradise	Alina Baraz & Galimatias	120.001		2015/5/5
Show Me	Alina Baraz & Galimatias	99.998		2015/11/5
Drift	Alina Baraz & Galimatias	173.999	Am	2015/11/5
Can I	Alina Baraz & Galimatias	99.979		2015/5/5
Fantasy	Alina Baraz & Galimatias	114		2015/5/5
Make You Feel	Alina Baraz & Galimatias	100		2015/11/5
Maybe	Alina Baraz & Galimatias	120		2015/11/5
Pretty Thoughts	Alina Baraz & Galimatias	150.863		2015/11/5
Unfold	Alina Baraz & Galimatias	112		2015/11/5
U Don't Know (XVII Flip)	Alison Wonderland	138.001		2015/8/21
Why I'm Single (Lido Remix)	Alli Simpson	92.8762	Gbm	2015/5/5
FAWL (Vincent Edit)	Alpharock	144.428		2015/11/5
Intro	Alt-J	143.999	Bm	2015/5/5
(Interlude 1)	Alt-J	122.289		2015/5/5
(Interlude 2)	Alt-J	116.013		2015/5/5
Dissolve Me	Alt-J	135		2015/5/5
MS	Alt-J	132		2015/5/5
Fitzpleasure	Alt-J	98		2015/5/5
(Interlude 3)	Alt-J	131.415	Dm	2015/5/5
Bloodflood	Alt-J	131		2015/5/5
Alone	Alvin Risk	127.995		2015/5/5
Dark Heart	Alvin Risk	145.001		2015/5/5
Safe	Alvin Risk	121.999		2015/5/5
Monsters	Alvin Risk	127.996		2015/5/5
Wave	Alvin Risk	138		2015/5/5
Might Like You Better (Vaski Remix)	Amanda Blank	140		2011/3/24
Breathe	Anna Lunoe	124		2015/5/5
The Dreamer	Anna Of The North	114.996		2015/11/5
Karate	Antiserum & Mayhem	145.002		2015/5/5
Cry Baby	Antiserum X Mayhem	100.001		2015/5/5
Problem (feat. Iggy Azalea)	Ariana Grande	102.999		2015/5/5
Break Free (feat. Zedd)	Ariana Grande	130		2015/5/5
Best Mistake (feat. Big Sean)	Ariana Grande	143.999		2015/5/5
Be My Baby (feat. Cashmere Cat)	Ariana Grande	117.813		2015/5/5
Up All Night (Slander Remix)	Arty	136		2015/9/23
Overwhelmed (Unlike Pluto Remix)	Aryay	92.9995		2015/11/5
Kill Room Pt. 2	Aylen	111.998		2015/5/5
Promises	Baauer	154.002	Db	2015/5/5
One Touch	Baauer	96.001		2015/5/5
Floreana	Baauer	123.001		2015/5/5
Boog	Baauer	133.999		2015/5/5
Swoopin	Baauer	152		2015/5/5
One Touch VIP	Baauer	99.999		2015/5/5
Drowning (Lido Remix)	Banks	162.1	3m	2015/11/14
Stomp	Barely Alive	110		2015/12/6
WEDABE$ (Phase One Remix)	Barely Alive	170	Gm	2015/8/21
Praise It	Bear Grillz	175	Gm	2015/5/5
Shark Attack	Bear Grillz	140.001		2015/5/5
DTF	Bear Grillz	127.997		2015/5/5
Triple Attack	Bear Grillz	174	Fm	2015/5/5
Stuck On You	Benzel	125		2015/5/5
All Of You (Shelmce Remix)	Betty Who	118.001		2015/5/5
From Dusk Till Dawn	Big Gigantic	103.998		2015/5/5
Get On Up	Big Gigantic	103		2015/8/21
Dark Sky (Skyscrapers)	Big Sean	135		2015/5/5
Blessings (feat. Drake)	Big Sean	119		2015/5/5
All Your Fault (feat. Kanye West)	Big Sean	99.999		2015/5/5
Paradise (Extended)	Big Sean	129.452		2015/5/5
Win Some, Lose Some	Big Sean	170		2015/5/5
Stay Down	Big Sean	104.999		2015/5/5
I Know (feat. Jhené Aiko)	Big Sean	120.001		2015/5/5
Deep (feat. Lil Wayne)	Big Sean	120		2015/5/5
Outro	Big Sean	167.799	Em	2015/5/5
Deserve It (feat. PARTYNEXTDOOR)	Big Sean	140.001		2015/5/5
Research (feat. Ariana Grande)	Big Sean	143	Cm	2015/5/5
Platinum and Wood	Big Sean	100.002		2015/5/5
Blessings	Big Sean	119.001		2015/5/5
Sanctified (Carmack Remix)	Big Sean	137.986		2015/11/5
109	Big Wild	129.999	Ebm	2015/8/21
Aftergold	Big Wild	95		2015/5/5
Ain't No Sunshine (Lido Remix)	Bill Withers	150		2015/11/14
Future (Part 1)	Bipolar Sunshine	114		2015/5/5
Feelin' This (Ryan Hemsworth Remix)	Blink-182	171.997		2015/9/23
All Cried Out (Oliver Nelson Remix)	Blonde	116		2015/5/5
Eyes on Fire (Zeds Dead Remix VIP)	Blue Foundation	145		2015/8/21
B2U	Boombox Cartel	150	Fm	2015/11/14
Rvtchet Bitch (Milo & Otis Remix)	Brillz & Teddy Tuxedo	108.003		2015/5/5
Scumbag (Aero Chord Remix)	Bro Safari	160	Em	2015/6/22
That A$$	Bro Safari	140.001		2015/5/5
Drama (Party Favor Remix)	Bro Safari & UFO!	99.999		2015/5/5
Drama	Bro Safari & UFO!	146		2015/5/5
Flavors	Buku	170.001	Gm	2015/5/5
Outside (Le Blanc Remix)	Calvin Harris	120		2015/5/5
Outside	Calvin Harris	128.002		2015/5/5
Speechless	Candyland	123.001		2015/11/14
Be True To You	Capsun	146		2015/11/5
I Really Like You (Giraffage Remix)	Carly Rae Jepsen	127.999		2015/11/5
Bricks	Carnage	145.999	Cm	2015/8/21
Toca	Carnage	128.001		2015/11/5
WDYW 2.0	Carnage x K Theory	125.404		2015/7/14
Devil	Cash Cash	145.002		2015/8/21
Adore	Cashmere Cat	140		2015/7/14
Ice Rink	Cashmere Cat & DJ Mustard	91		2015/5/5
Hands Tied	Cavalier x KRNE	135.008		2015/11/14
Sunday Candy	Chance The Rapper	157.996		2015/5/5
Down For Whatever	Chelsea Lankes	104.999		2015/5/5
Secret (Billboard Remix)	Chelsea Lankes	119.989		2015/8/21
Teenage Fantasy (Glen Check Remix)	Cherokee	172	Abm	2015/5/5
On You	Chet Faker x GoldLink	153.999	Em	2015/5/5
Lover	Chet Faker x WKND	121.996		2015/7/14
Away From Me (Michah Remix)	CHINAH	128		2015/8/21
Chest	Chris Lake	124		2015/5/5
Jealous (DJ Hoodboi Remix)	Chromeo	137.999		2015/5/5
Your Eyes (Datsik Remix)	Colin Munroe	174	Dm	2015/5/5
Trapper Keeper	Weekend Money	158.001		2015/5/5
Scripture	Convex	145.001		2015/11/5
Lover's Shadow	Cosmo's Midnight	134.001		2015/8/21
Moshi	Cosmo's Midnight	155.002		2015/8/21
Revive	Coyote Kisses	170.001		2015/5/5
Throw Shade	CRUISR	159.989	C	2015/8/21
Blueberry (Pills & Cocaine)	Danny Brown	140		2015/5/5
Get Smashed	Datsik	140		2015/8/21
Don't Be Shy (Wave Racer Remix)	DCUP	162.001		2015/7/14
Threatz (Ekali & Graves Remix)	Denzel Curry	120.002		2015/8/21
Party Up (GTA Remix)	Destructo	129.999		2015/6/16
I Can't Take It (Original Mix)	Dillon Francis	111.998		2015/8/21
Express Yourself (Party Favor Remix)	Diplo	102.999		2015/5/5
Revolution (Unlike Pluto Remix)	Diplo	149.001		2015/5/5
Set Me Free	Diplo	149.969		2015/11/5
6th Gear (GTA Remix)	Diplo & Alvaro	150	Am	2015/5/5
Be Right There	Diplo & Sleepy Tom	124.999		2015/9/23
Doctor Pepper	Diplo X CL x RiFF RAFF x OG Maco	140		2015/6/16
Bang That	Disclosure	125		2015/6/16
Latch (Lido Remix)	Disclosure	91		2015/11/14
Omen (Dillon Francis Remix)	Disclosure	112.001		2015/11/14
Macking In the Car (I Don't Drive)	Djemba Djemba	170		2015/6/22
Plum Blossom	Djemba Djemba	147.001		2015/6/22
Shred or Die (DJ Sliink Remix)	Dog Blood	140.002		2015/5/5
Xxplosive (AceMyth Bootleg)	Dr. Dre	140.001		2015/5/5
Legend	Drake	102		2015/5/5
Energy	Drake	172		2015/5/5
10 Bands	Drake	173.002		2015/5/5
Know Yourself	Drake	114.001		2015/5/5
No Tellin'	Drake	95		2015/5/5
Madonna	Drake	110.001		2015/5/5
6 God	Drake	105.499		2015/5/5
Star67	Drake	137		2015/5/5
Preach (feat. PARTYNEXTDOOR)	Drake	130.143		2015/5/5
Used To (feat. Lil Wayne)	Drake	96		2015/5/5
6 Man	Drake	157.999		2015/5/5
Now & Forever	Drake	108		2015/5/5
Company (feat. Travi$ Scott)	Drake	135		2015/5/5
You & The 6	Drake	96.249		2015/5/5
Jungle	Drake	100		2015/5/5
6PM In New York	Drake	149		2015/5/5
This Isn't House	Dream	140		2015/8/21
Hold On	Duke Dumont	120.001		2015/5/5
I Got You	Duke Dumont	120.8		2015/5/5
The Giver (Wave Racer Remix)	Duke Dumont	117	Bbm	2015/6/16
Won't Look Back	Duke Dumont	123.999		2015/5/5
Run The Jewels	El-P & Killer Mike	123.501		2015/6/16
Banana Clipper (Feat. Big Boi)	El-P & Killer Mike	166.001	Cm	2015/6/16
36 Chain	El-P & Killer Mike	90		2015/6/16
Ddfn	El-P & Killer Mike	91.0011	Ebm	2015/6/16
Sea Legs	El-P & Killer Mike	130.002		2015/6/16
No Come Down	El-P & Killer Mike	120.001		2015/6/16
Get It	El-P & Killer Mike	160.001		2015/6/16
A Christmas Fucking Miracle	El-P & Killer Mike	106.001	Am	2015/6/16
Flashback (Calvin Harris Cover)	Elephante	128.001		2015/5/5
Shake The Earth (Tim Gunter Remix)	Elephante	140.001		2015/5/5
Shake The Earth	Elephante	128		2015/5/5
Only Getting Younger (NGHTMRE Remix)	Elliphant	149.998		2015/8/21
Jazzy Mood	Emiljo A.C.	172	Gm	2015/8/21
On The Block	Eptic & Habstrakt	128.001		2015/11/5
Misty (Haywyre Piano Cover)		126.016		2015/5/5
Bring The Madness	Excision & Pegboard Nerds	174		2015/5/5
Donald's Bird	Falcon Punch	107		2015/5/5
Aquafina	Falcons	144.001		2015/8/21
Like A G6 (Remix)	Far East Movement	125.018		2010/10/22
Bang It To The Curb	Far East Movement & Sidney Samson	100		2015/5/5
Far Away	Feed Me & Kill The Noise	128.001		2015/8/21
Remember	Feki	140		2015/5/5
Way Too Much	Fekky	133.999		2015/8/21
Shine (Matoma Remix)	Felix Jaehn	116		2015/5/5
Roar Of Love	Felix Jaehn, De Hofnar	122		2015/8/21
Trap Queen	Fetty Wap	148.001		2015/6/16
How Hard I Try	Filous	120		2015/8/21
RedEye to Paris	Flatbush ZOMBiES	136		2015/5/5
Heart Attack (Snakehips Remix)	Flight Facilities	130		2015/8/21
Two Bodies (Lido Remix)	Flight Facilities	119.006		2015/11/14
GDFR (K Theory Remix)	Flo Rida	146		2015/5/5
GDFR	Flo Rida	145.999		2015/5/5
