FIPS	County	2010	2000	1990	1980	1970	1960	1950	1940	1930	1920	1910	1900	1890	1880	1870	1860	1850	1840	1830	1820	1810	1800	1790	c2010	c2000	c1990	c1980	c1970	c1960	c1950	c1940	c1930	c1920	c1910	c1900	c1890	c1880	c1870	c1860	c1850	c1840	c1830	c1820	c1810	c1800
#N/A	La Salle 	#N/A	#N/A	106913	112033	111409	110800	100610	97801	97695	92925	90132	87776	80798	70403	60792	48332	17815	9348	---	---	---	---		#N/A	#N/A	-0.04570082	0.005600984	0.00549639	0.101282179	0.028721588	0.001085009	0.051331719	0.030987884	0.02684105	0.086363524	0.147649958	0.15809646	0.257800215	1.712994667	0.905755242	.	.	.	.	.
17101	Lawrence 	16833	15449	15972	17807	17522	18540	20539	21075	21885	21380	22661	16523	14693	13663	12533	9214	6121	7092	3668	---	---	---		0.089585086	-0.032744803	-0.103049363	0.016265267	-0.054908306	-0.097327036	-0.025432977	-0.037011652	0.023620206	-0.056528838	0.371482176	0.124549105	0.075386079	0.090161972	0.36021272	0.50530959	-0.136914834	0.933478735	.	.	.	.
17103	Lee 	36031	36062	34392	36328	37947	38749	36451	34604	32329	28004	27750	29894	26187	27491	27171	17651	5292	2035	---	---	---	---		-0.000859631	0.048557804	-0.053292226	-0.042664769	-0.020697308	0.063043538	0.053375332	0.070370256	0.154442223	0.009153153	-0.071720078	0.141558789	-0.047433706	0.011777263	0.539346213	2.335411943	1.6004914	.	.	.	.	.
17105	Livingston 	38950	39734	39301	41381	40690	40341	37809	38838	39092	39070	40465	42035	38455	38450	31471	11637	1552	759	---	---	---	---		-0.019731213	0.011017531	-0.050264614	0.016982059	0.008651248	0.066968182	-0.02649467	-0.006497493	0.000563092	-0.034474237	-0.037349828	0.093095826	0.000130039	0.221759715	1.704391166	6.49806701	1.044795784	.	.	.	.	.
17107	Logan 	30305	31199	30798	31802	33538	33656	30671	29438	28863	29562	30216	28680	25489	25037	23053	14272	5128	2333	---	---	---	---		-0.028654765	0.013020326	-0.031570341	-0.05176218	-0.003506061	0.097323204	0.041884639	0.019921699	-0.02364522	-0.021644162	0.053556485	0.125191259	0.018053281	0.086062552	0.61526065	1.783151326	1.19802829	.	.	.	.	.
17109	McDonough 	32612	32906	35244	37467	36653	28928	28199	26944	27329	27074	26887	28412	27467	27970	26509	20069	7616	5308	---	---	---	---		-0.008934541	-0.066337533	-0.059332212	0.022208278	0.267042312	0.025851981	0.046578088	-0.014087599	0.00941863	0.006955034	-0.053674504	0.034404922	-0.017983554	0.055113358	0.320892919	1.635110294	0.434815373	.	.	.	.	.
17111	McHenry 	308760	259524	183241	147897	111555	84210	50656	37311	35079	33164	32509	29759	26114	24908	23762	22089	14978	2578	---	---	---	---		0.189716558	0.416298754	0.238977126	0.325776523	0.324723905	0.66238945	0.35766932	0.063627812	0.057743336	0.020148267	0.092409019	0.139580302	0.048418179	0.048228264	0.075739056	0.474762986	4.809930178	.	.	.	.	.
17113	McLean 	169572	150384	129180	119149	104389	83877	76577	73930	73117	70107	68008	67843	63036	60100	53988	28772	10163	6565	---	---	---	---		0.127593361	0.164143056	0.084188705	0.141394208	0.244548565	0.095328885	0.035804139	0.011119165	0.042934372	0.030864016	0.002432086	0.076258011	0.048851913	0.113210343	0.876407619	1.831053823	0.548057883	.	.	.	.	.
17115	Macon 	110768	114690	117206	131375	125010	118257	98853	84693	81731	65175	54186	44003	38083	30665	26481	13738	3988	3039	1122	---	---	---		-0.03419653	-0.021466478	-0.10785157	0.050915927	0.057104442	0.196291463	0.167192094	0.036240839	0.254023782	0.202801462	0.23141604	0.155449938	0.241904451	0.158000076	0.927573155	2.444834504	0.312273774	1.70855615	.	.	.	.
17117	Macoupin 	47765	49008	47679	49384	44557	43524	44210	46304	48703	57274	50685	42256	40380	37692	32726	24602	12355	7826	1990	---	---	---		-0.025363206	0.027873907	-0.034525352	0.108333146	0.023734032	-0.015516851	-0.045222875	-0.049257746	-0.149649055	0.129999014	0.199474631	0.046458643	0.071314868	0.15174479	0.330217056	0.9912586	0.578711986	2.932663317	.	.	.	.
17119	Madison 	269282	259019	249238	247691	250934	224689	182307	149349	143830	106895	89847	64694	51535	50126	44131	31251	20441	14433	6221	13550	---	---		0.039622576	0.039243615	0.006245685	-0.012923717	0.116805896	0.232475988	0.220677741	0.038371689	0.345525983	0.189744788	0.38879958	0.25534103	0.028109165	0.135845551	0.412146811	0.528839098	0.416268274	1.320045009	-0.540885609	.	.	.
17121	Marion 	39437	41678	41561	43523	38986	39349	41700	47989	35635	37497	35094	30446	24341	23686	20622	12739	6720	4742	2125	---	---	---		-0.053769375	0.002815139	-0.045079613	0.116375109	-0.009225139	-0.056378897	-0.131050866	0.346681633	-0.049657306	0.068473243	0.152663733	0.250811388	0.027653466	0.148579187	0.618808384	0.895684524	0.417123577	1.231529412	.	.	.	.
17123	Marshall 	12640	13159	12846	14479	13302	13334	13025	13179	13023	14760	15679	16370	13653	15055	16956	13437	5180	1849	---	---	---	---		-0.039440687	0.024365561	-0.112784032	0.088482935	-0.00239988	0.023723608	-0.011685257	0.011978807	-0.117682927	-0.058613432	-0.042211362	0.199003882	-0.093125208	-0.112113706	0.261888814	1.594015444	1.801514332	.	.	.	.	.
17125	Mason 	14666	16034	16269	19492	16161	15193	15326	15358	15115	16634	17377	17491	16067	16242	16184	10931	5921	---	---	---	---	---		-0.085318698	-0.014444649	-0.165349887	0.206113483	0.063713552	-0.008678063	-0.002083605	0.016076745	-0.091318985	-0.042757668	-0.006517638	0.088628867	-0.010774535	0.003583786	0.480559876	0.846140855	.	.	.	.	.	.
17127	Massac 	15429	15163	14752	14990	13889	14341	13594	14937	14081	13559	14200	13110	11313	10443	9581	6213	4092	---	---	---	---	---		0.017542703	0.027860629	-0.015877252	0.079271366	-0.031518025	0.054950714	-0.089910959	0.060791137	0.038498414	-0.045140845	0.083142639	0.158843808	0.083309394	0.089969732	0.542089168	0.518328446	.	.	.	.	.	.
17129	Menard 	12705	12483	11164	11700	9685	9248	9639	10663	10575	11694	12796	14336	13120	13024	11735	9584	6349	4431	---	---	---	---		0.017784186	0.118147617	-0.045811966	0.208053691	0.04725346	-0.040564374	-0.096033011	0.008321513	-0.095690097	-0.086120663	-0.107421875	0.092682927	0.007371007	0.109842352	0.224436561	0.50952906	0.4328594	.	.	.	.	.
17131	Mercer 	16434	16940	17290	19286	17294	17149	17374	17701	16641	18800	19723	20945	18545	19502	18769	15042	5246	2352	26	---	---	---		-0.02987013	-0.020242915	-0.103494763	0.115184457	0.008455304	-0.012950386	-0.018473533	0.063698095	-0.114840426	-0.046798154	-0.05834328	0.129414937	-0.04907189	0.039053759	0.247772903	1.867327488	1.230442177	89.46153846	.	.	.	.
17133	Monroe 	32957	27625	22422	20117	18831	15507	13282	12754	12369	12839	13508	13847	12948	13682	12982	12832	7679	4481	2000	1537	---	---		0.193013575	0.232048881	0.114579709	0.068291647	0.214354808	0.167519952	0.041398777	0.031126203	-0.036607212	-0.049526207	-0.024481837	0.069431572	-0.053647128	0.053920813	0.011689526	0.671050918	0.713679982	1.2405	0.301236174	.	.	.
17135	Montgomery 	30104	30646	30728	31686	30260	31244	32460	34499	35278	41403	35311	30836	30003	28078	25314	13979	6277	4490	2953	---	---	---		-0.017685832	-0.002668576	-0.030234173	0.047124917	-0.031494047	-0.037461491	-0.059103162	-0.022081751	-0.14793614	0.172524143	0.145122584	0.02776389	0.068559014	0.109188591	0.810859146	1.227019277	0.397995546	0.52048764	.	.	.	.
17137	Morgan 	35547	36627	36397	37502	36174	36571	35568	36378	34240	33567	34420	35006	32636	31514	28463	22112	16064	19547	12714	---	---	---		-0.029486444	0.006319202	-0.029465095	0.03671145	-0.010855596	0.028199505	-0.022266205	0.062441589	0.020049453	-0.024782103	-0.016739987	0.072619194	0.035603224	0.107191793	0.287219609	0.376494024	-0.178185911	0.537439044	.	.	.	.
17139	Moultrie 	14846	14288	13930	14546	13263	13635	13171	13477	13247	14839	14630	15224	14481	13699	10385	6385	3234	---	---	---	---	---		0.039053751	0.025699928	-0.042348412	0.096735279	-0.027282728	0.035228912	-0.02270535	0.017362422	-0.107284857	0.014285714	-0.039017341	0.051308611	0.057084459	0.319114107	0.626468285	0.974335189	.	.	.	.	.	.
17141	Ogle 	53497	51001	45957	46338	42867	38106	33429	29869	28118	26830	27864	29129	28710	29937	27492	22888	10020	3479	---	---	---	---		0.048940217	0.109754771	-0.008222193	0.080971377	0.124940954	0.139908463	0.119187117	0.062273277	0.048005963	-0.037108814	-0.043427512	0.014594218	-0.040986071	0.088934963	0.201153443	1.284231537	1.880137971	.	.	.	.	.
17143	Peoria 	186494	183466	182827	200466	195318	189044	174347	153374	141344	111710	100255	88608	70378	55355	47540	36601	17547	6153	---	---	---	---		0.01650442	0.003495107	-0.087989983	0.026357018	0.033188041	0.084297407	0.136744168	0.085111501	0.265276161	0.11425864	0.131444113	0.25902981	0.271393731	0.164387884	0.298871616	1.085883627	1.85177962	.	.	.	.	.
17145	Perry 	22350	23091	21412	21714	19757	19184	21684	23438	22767	22901	22088	19830	17529	16007	13723	9552	5278	3222	1215	---	---	---		-0.032090425	0.078413973	-0.013908078	0.0990535	0.029868641	-0.115292381	-0.074835737	0.029472482	-0.005851273	0.036807316	0.113867877	0.131268184	0.095083401	0.166435911	0.436662479	0.80977643	0.638112973	1.651851852	.	.	.	.
17147	Piatt 	16729	16385	15548	16581	15509	14960	13970	14659	15588	15714	16376	17706	17062	15583	10953	6127	1606	---	---	---	---	---		0.020994812	0.05383329	-0.062300223	0.069121155	0.036697861	0.070866142	-0.047001842	-0.059597126	-0.008018328	-0.040425012	-0.07511578	0.037744696	0.094911121	0.422715238	0.787661172	2.815068493	.	.	.	.	.	.
17149	Pike 	16430	17362	17577	18896	19185	20552	22155	25340	24357	26866	28622	31595	31000	33751	30768	27249	18819	11728	2396	---	---	---		-0.053680452	-0.012231894	-0.069803133	-0.015063852	-0.066514208	-0.07235387	-0.125690608	0.040358008	-0.093389414	-0.061351408	-0.094097167	0.019193548	-0.081508696	0.096951378	0.129142354	0.447951538	0.604621419	3.894824708	.	.	.	.
17151	Pope 	4470	4397	4373	4404	3857	4061	5779	7999	7996	9625	11215	13585	14016	13256	11437	6742	3975	4094	3316	2610	---	---		0.016602229	0.005488223	-0.007039055	0.141820067	-0.050233933	-0.297283267	-0.277534692	0.000375188	-0.169246753	-0.141774409	-0.174457122	-0.030750571	0.057332529	0.159045204	0.696380896	0.696100629	-0.029066927	0.234620024	0.270498084	.	.	.
17153	Pulaski 	6161	7333	7523	8840	8741	10490	13639	15875	14834	14629	15650	14554	11355	9507	8752	3943	2265	---	---	---	---	---		-0.159825447	-0.025255882	-0.1489819	0.011325935	-0.166730219	-0.230882029	-0.140850394	0.070176621	0.014013261	-0.065239617	0.075305758	0.281726112	0.194383086	0.086265996	1.219629724	0.740838852	.	.	.	.	.	.
17155	Putnam 	6006	6077	5730	6085	5007	4570	4746	5289	5235	7579	7561	4746	4730	5554	6280	5587	3924	2131	1310	---	---	---		-0.011683396	0.060558464	-0.058340181	0.215298582	0.095623632	-0.03708386	-0.10266591	0.010315186	-0.30927563	0.002380637	0.593131058	0.003382664	-0.148361541	-0.115605096	0.124037945	0.423802243	0.841389019	0.626717557	.	.	.	.
17157	Randolph 	33476	33897	34583	35652	31379	29988	31673	33608	29313	29109	29120	28001	25049	25690	20859	17205	11079	7944	4429	3492	7275	1103		-0.012419978	-0.019836336	-0.029984293	0.136173874	0.046385221	-0.053199886	-0.057575577	0.146522021	0.007008142	-0.000377747	0.039962858	0.117849016	-0.024951343	0.231602666	0.212380122	0.552937991	0.394637462	0.793632874	0.268327606	-0.52	5.595648232	.
17159	Richland 	16233	16291	16545	17587	16829	16299	16889	17137	14053	14044	15970	16391	15019	15545	12803	9711	4012	---	---	---	---	---		-0.003560248	-0.01535207	-0.059248308	0.045041298	0.032517332	-0.034933981	-0.014471611	0.219454921	0.000640843	-0.120601127	-0.025684827	0.091350955	-0.033837247	0.214168554	0.318401812	1.420488534	.	.	.	.	.	.
17161	Rock Island 	147546	149390	148723	165968	166734	150991	133558	113323	98191	92297	70404	55249	41917	38302	29783	21005	6937	2610	---	---	---	---		-0.01234353	0.004484848	-0.103905572	-0.004594144	0.104264493	0.130527561	0.178560398	0.15410781	0.063859064	0.310962445	0.274303607	0.318057113	0.094381494	0.286035658	0.4179005	2.02796598	1.657854406	.	.	.	.	.
17163	St. Clair 	270056	256043	262852	267531	285176	262509	205995	166899	157775	136520	119870	86685	66571	61806	51068	37694	20180	13631	7078	5253	5007	1355		0.054729088	-0.025904311	-0.017489562	-0.061874071	0.086347516	0.274346465	0.234249456	0.057829187	0.155691474	0.138900476	0.382822864	0.302143576	0.077096075	0.210268661	0.354804478	0.867888999	0.480448977	0.925826505	0.347420522	0.049131216	2.695202952	.
17165	Saline 	24913	26752	26551	28448	25721	26227	33420	38066	37100	38353	30204	21685	19342	15940	12714	9331	5588	---	---	---	---	---		-0.068742524	0.007570336	-0.066683071	0.106022316	-0.019293095	-0.215230401	-0.122051174	0.026037736	-0.032670195	0.269798702	0.392852202	0.121135353	0.213425345	0.253736039	0.362554924	0.669828203	.	.	.	.	.	.
17167	Sangamon 	197465	188974	178386	176089	161335	146539	131484	117912	111733	100262	91024	71593	61195	52894	46352	32274	19228	14716	12960	---	---	---		0.044932107	0.059354434	0.01304454	0.091449468	0.100969708	0.114500624	0.115102789	0.055301478	0.114410245	0.101489717	0.271409216	0.169915843	0.156936515	0.141137384	0.436202516	0.678489703	0.306605056	0.135493827	.	.	.	.
17169	Schuyler 	7544	7181	7498	8365	8135	8746	9613	11430	11676	13285	14852	16129	16013	16249	17419	14684	10573	6972	2959	---	---	---		0.050550063	-0.042277941	-0.103646145	0.028272895	-0.069860508	-0.090190367	-0.158967629	-0.021068859	-0.121114038	-0.105507676	-0.079174158	0.007244114	-0.014523971	-0.067168035	0.186257151	0.388820581	0.51649455	1.356201419	.	.	.	.
17171	Scott 	5355	5539	5644	6142	6096	6377	7245	8176	8539	9489	10067	10455	10304	10741	10530	9069	7914	6215	---	---	---	---		-0.033218993	-0.018603827	-0.081081081	0.007545932	-0.044064607	-0.119806763	-0.113869863	-0.042510833	-0.100115924	-0.057415317	-0.03711143	0.014654503	-0.040685225	0.020037987	0.161098247	0.145943897	0.273370877	.	.	.	.	.
17173	Shelby 	22363	22884	22261	23923	22589	23404	24434	26290	25471	29601	31693	32126	31191	30270	25476	14613	7807	6659	2972	---	---	---		-0.022766999	0.027986164	-0.069472892	0.059055292	-0.034823107	-0.042154375	-0.070597185	0.032154215	-0.139522313	-0.066008267	-0.01347818	0.029976596	0.030426165	0.188177108	0.743379183	0.871781734	0.172398258	1.240578735	.	.	.	.
17175	Stark 	5994	6330	6534	7389	7510	8152	8721	8881	9184	9693	10098	10186	9982	11207	10751	9004	3710	1573	---	---	---	---		-0.053080569	-0.031221304	-0.115712546	-0.016111851	-0.07875368	-0.065244811	-0.018015989	-0.03299216	-0.052512122	-0.040106952	-0.008639309	0.020436786	-0.109306683	0.042414659	0.194024878	1.426954178	1.35855054	.	.	.	.	.
17177	Stephenson 	47711	48995	48052	49536	48861	46207	41595	40646	40064	37743	36821	34933	31338	31963	30608	25112	11666	2800	---	---	---	---		-0.026206756	0.019624573	-0.02995801	0.013814699	0.057437185	0.110878711	0.023347931	0.014526757	0.061494847	0.025040059	0.054046317	0.114716957	-0.019553859	0.044269472	0.218859509	1.152580147	3.166428571	.	.	.	.	.
17179	Tazewell 	135394	128465	123692	132078	118649	99789	76165	58362	46082	38540	34027	33221	29556	29666	27903	21470	12052	7221	4716	---	---	---		0.05393687	0.038587783	-0.063492785	0.113182581	0.188998787	0.310168713	0.305044378	0.26648149	0.195692787	0.13262997	0.024261762	0.124001895	-0.003707948	0.06318317	0.299627387	0.781447063	0.669020911	0.531170483	.	.	.	.
17181	Union 	17808	18311	17619	17765	16071	17645	20500	21528	19883	20249	21856	22610	21549	18102	16518	11181	7615	5524	3239	2362	---	---		-0.027469827	0.039275782	-0.008218407	0.105407255	-0.08920374	-0.139268293	-0.047751765	0.082733994	-0.018074967	-0.07352672	-0.033348076	0.049236624	0.190420948	0.095895387	0.477327609	0.468286277	0.378530051	0.70546465	0.371295512	.	.	.
17183	Vermilion 	81625	83929	88257	95222	97047	96176	87079	86791	89339	86162	77996	65635	49905	41588	30388	19800	11492	9303	5836	---	---	---		-0.027451775	-0.049038603	-0.073144861	-0.018805321	0.009056313	0.104468356	0.003318316	-0.028520579	0.036872403	0.104697677	0.188329397	0.315198878	0.199985573	0.368566539	0.534747475	0.722937696	0.235300441	0.594071282	.	.	.	.
17185	Wabash 	11947	12932	13111	13713	12841	14047	14651	13724	13197	14034	14913	12583	11866	9945	8841	7313	4690	4240	2710	---	---	---		-0.076167646	-0.013652658	-0.043899949	0.067907484	-0.085854631	-0.041225855	0.067545905	0.039933318	-0.059640872	-0.058941863	0.185170468	0.060424743	0.193162393	0.124872752	0.208942978	0.559275053	0.106132075	0.564575646	.	.	.	.
17187	Warren 	17707	18736	19181	21943	21595	21587	21981	21286	21745	21488	23313	23163	21281	22933	23174	18336	8176	6739	308	---	---	---		-0.054921008	-0.023200042	-0.125871576	0.016114841	0.000370593	-0.017924571	0.032650568	-0.021108301	0.011960164	-0.078282503	0.006475845	0.088435694	-0.072035931	-0.010399586	0.263852531	1.242661448	0.213236385	20.87987013	.	.	.	.
17189	Washington 	14716	15150	14965	15472	13780	13569	14460	15801	16286	18035	18759	19526	19262	21112	17599	13731	6953	4810	1675	1517	---	---		-0.028646865	0.012362178	-0.032768873	0.122786647	0.015550151	-0.061618257	-0.084868046	-0.029780179	-0.096978098	-0.038594808	-0.039280959	0.013705742	-0.087627889	0.199613614	0.281698347	0.974831008	0.445530146	1.871641791	0.104152933	.	.	.
17191	Wayne 	16760	17149	17241	18059	17004	19008	20933	22092	19130	22772	25697	27626	23806	21291	19758	12223	6825	5133	2553	1114	---	---		-0.022683538	-0.005336117	-0.045295974	0.062044225	-0.105429293	-0.091960063	-0.05246243	0.154835337	-0.159933251	-0.113826517	-0.069825527	0.160463749	0.118125029	0.077588825	0.616460771	0.790915751	0.329631794	1.010575793	1.291741472	.	.	.
17193	White 	14665	15381	16522	17864	17312	19373	20935	20027	18149	20081	23052	25386	25005	23087	16846	12403	8925	7919	6091	4828	---	---		-0.046550939	-0.069059436	-0.075123153	0.031885397	-0.106385175	-0.074611894	0.045338793	0.103476776	-0.096210348	-0.128882526	-0.09194044	0.015236953	0.083077056	0.370473703	0.358219786	0.389691877	0.127036242	0.300114924	0.261599006	.	.	.
17195	Whiteside 	58498	60662	60186	65970	62877	59887	49336	43338	39019	36174	34507	34710	30854	30885	27503	18737	5361	2514	---	---	---	---		-0.035673074	0.007908816	-0.087676216	0.049191278	0.049927363	0.213860062	0.13840048	0.110689664	0.078647647	0.048309039	-0.005848459	0.124975692	-0.001003723	0.122968403	0.467844372	2.495056892	1.132458234	.	.	.	.	.
17197	Will 	677560	502211	357313	324460	249498	191617	134336	114210	110732	92911	84371	74764	62007	53422	43013	29321	16703	10167	---	---	---	---		0.349154041	0.40552121	0.101254392	0.300451306	0.302066101	0.426400965	0.176219245	0.031409168	0.191807213	0.101219613	0.128497673	0.205734836	0.160701584	0.241996606	0.466969067	0.755433156	0.642864168	.	.	.	.	.
17199	Williamson 	66357	61300	57733	56538	49021	46117	48621	51424	53880	61092	45098	27796	22226	19324	17329	12205	7216	4457	---	---	---	---		0.082495922	0.061784421	0.021136227	0.153342445	0.062970271	-0.05150038	-0.054507623	-0.045582777	-0.118051463	0.354649874	0.622463664	0.250607397	0.150175947	0.115124935	0.419827939	0.691380266	0.619026251	.	.	.	.	.
17201	Winnebago 	295266	278441	252913	250884	246623	209765	152385	121178	117373	90929	63153	47845	39938	30505	29301	24491	11773	4609	---	---	---	---		0.060425728	0.100935895	0.008087403	0.017277383	0.175710915	0.376546248	0.257530245	0.032418018	0.29082031	0.439820753	0.319949838	0.197981872	0.309227995	0.041090748	0.196398677	1.080268411	1.554350184	.	.	.	.	.
17203	Woodford 	38664	35491	32653	33320	28012	24579	21335	19124	18792	19340	20506	21822	21429	21620	18956	13282	4415	---	---	---	---	---		0.089402947	0.086913913	-0.020018007	0.189490218	0.139672078	0.152050621	0.115613888	0.017667092	-0.028335057	-0.056861406	-0.060306113	0.018339633	-0.008834413	0.140535978	0.4271947	2.008380521	.	.	.	.	.	.
18001	Adams 	34387	33605	31095	29619	26871	24643	22393	21254	19957	20503	21840	22232	20181	15385	11382	9252	5797	2264	---	---	---	---		0.023270347	0.080720373	0.049832878	0.102266384	0.09041107	0.100477828	0.053589912	0.064989728	-0.026630249	-0.061217949	-0.017632242	0.101630246	0.311732207	0.35169566	0.230220493	0.59599793	1.560512367	.	.	.	.	.
18003	Allen 	355329	331859	300836	294335	280455	232196	183722	155084	146743	114303	93386	77270	66689	54763	43494	29328	16919	5942	996	---	---	---		0.070722807	0.103122632	0.022087078	0.049491006	0.207837344	0.263844286	0.184661216	0.056840871	0.283807074	0.223984323	0.208567361	0.158661848	0.217774775	0.259093208	0.48301964	0.733435782	1.847357792	4.965863454	.	.	.	.
18005	Bartholomew 	76794	71467	63657	65088	57022	48198	36108	28276	24864	23887	24813	24594	23867	22777	21133	17865	12428	10042	5476	---	---	---		0.074537899	0.122688785	-0.021985619	0.141454176	0.183078136	0.334828847	0.276984015	0.137226512	0.040900908	-0.037319147	0.008904611	0.030460468	0.047855293	0.077793025	0.182927512	0.437479884	0.237602071	0.833820307	.	.	.	.
18007	Benton 	8854	9427	9441	10218	11262	11912	11462	11117	11886	12206	12688	13123	11903	11108	5615	2809	1144	---	---	---	---	---		-0.060782858	-0.001482894	-0.076042278	-0.092701119	-0.054566823	0.039260164	0.031033552	-0.064697964	-0.026216615	-0.037988651	-0.033147908	0.102495169	0.07157004	0.978272484	0.998932004	1.45541958	.	.	.	.	.	.
18009	Blackford 	12766	14042	14067	15570	15888	14792	14026	13783	13617	14084	15820	17213	10461	8020	6272	4122	2860	1226	---	---	---	---		-0.090870246	-0.001777209	-0.096531792	-0.020015106	0.074094105	0.054612862	0.017630414	0.012190644	-0.033158194	-0.109734513	-0.080927206	0.645444986	0.30436409	0.27869898	0.52159146	0.441258741	1.33278956	.	.	.	.	.
18011	Boone 	56640	46145	38147	36446	30870	27543	23993	22081	22290	23575	24673	26321	26572	25922	22593	16753	11631	8121	621	---	---	---		0.227435258	0.209662621	0.046671788	0.180628442	0.120792942	0.147959822	0.086590281	-0.009376402	-0.054506893	-0.044502087	-0.062611603	-0.009446033	0.025075226	0.147346523	0.348594282	0.44037486	0.432212782	12.07729469	.	.	.	.
18013	Brown 	15242	14953	14080	12377	9057	7024	6209	6189	5168	7019	7975	9727	10308	10264	8681	6507	4846	2364	---	---	---	---		0.019327225	0.062002841	0.137593924	0.366567296	0.289436219	0.131261073	0.00323154	0.19756192	-0.26371278	-0.119874608	-0.1801172	-0.056363989	0.004286828	0.182352264	0.334101737	0.342756913	1.049915398	.	.	.	.	.
18015	Carroll 	20155	20168	18809	19722	17734	16934	16010	15410	15049	16315	17970	19953	20021	18345	16152	13489	11015	7819	1611	---	---	---		-0.000644585	0.072252645	-0.046293479	0.112101049	0.047242235	0.057713929	0.038935756	0.023988305	-0.077597303	-0.092097941	-0.099383551	-0.003396434	0.091360044	0.13577266	0.19742012	0.224602814	0.408747922	3.853507138	.	.	.	.
18017	Cass 	38966	40924	38413	40936	40456	40931	38793	36908	34518	38333	36368	34545	31152	27611	24193	16843	11021	5480	1162	---	---	---		-0.047844785	0.065368495	-0.061632793	0.011864742	-0.011604896	0.055113036	0.051072938	0.069239237	-0.099522605	0.054031016	0.052771747	0.108917565	0.128245989	0.141280536	0.436383067	0.528264223	1.011131387	3.716006885	.	.	.	.
18019	Clark 	110232	96446	87777	88838	75876	62795	48330	31020	30764	29381	30260	31835	30259	28610	24770	20502	15828	14595	10686	8709	5670	---		0.142940091	0.098761635	-0.011943087	0.170831356	0.208312764	0.299296503	0.558027079	0.008321415	0.047071237	-0.029048249	-0.04947385	0.052083678	0.05763719	0.155026241	0.208174812	0.295299469	0.084480987	0.365805727	0.227006545	0.535978836	.	.
18021	Clay 	26890	26567	24705	24862	23933	24207	23918	25365	26479	29447	32535	34285	30536	25854	19084	12161	7944	5567	1616	---	---	---		0.01215794	0.075369358	-0.006314858	0.038816697	-0.01131904	0.01208295	-0.057047112	-0.042071075	-0.100791252	-0.09491317	-0.05104273	0.12277312	0.181093835	0.354747432	0.569278842	0.530840886	0.42698042	2.444925743	.	.	.	.
18023	Clinton 	33224	33879	30974	31545	30547	30765	29734	28411	27329	27737	26674	28202	27370	23472	17330	14505	11869	7508	1423	---	---	---		-0.01933351	0.093788339	-0.018101125	0.032670966	-0.007085974	0.03467411	0.046566471	0.039591643	-0.014709594	0.039851541	-0.054180555	0.030398246	0.166070211	0.35441431	0.194760427	0.222091162	0.580847096	4.276177091	.	.	.	.
18025	Crawford 	10713	10743	9914	9820	8033	8379	9289	10171	10160	11201	12057	13476	13941	12356	9851	8226	6524	5282	3238	2583	---	---		-0.002792516	0.083619124	0.009572301	0.222457363	-0.04129371	-0.097965335	-0.086717137	0.001082677	-0.092938131	-0.070996102	-0.105298308	-0.033354853	0.12827776	0.254288905	0.197544372	0.260882894	0.235138205	0.63125386	0.253581107	.	.	.
18027	Daviess 	31648	29815	27533	27836	26602	26636	26762	26163	25832	26856	27747	29914	26227	21552	16747	13323	10352	6720	4543	3432	---	---		0.061479121	0.082882359	-0.010885185	0.04638749	-0.001276468	-0.004708168	0.022894928	0.012813565	-0.038129282	-0.03211158	-0.072440998	0.140580318	0.216917223	0.28691706	0.256999174	0.286997682	0.54047619	0.479198767	0.323717949	.	.	.
18029	Dearborn 	50047	46163	38835	34291	29430	28674	25141	23053	21056	20033	21396	22194	23364	26671	24116	24406	20166	19327	13974	11468	7310	---		0.084136646	0.188695764	0.132512904	0.165171594	0.026365348	0.140527425	0.090573895	0.094842325	0.051065742	-0.063703496	-0.035955664	-0.050077042	-0.123992351	0.10594626	-0.011882324	0.210254884	0.043410772	0.383068556	0.218521102	0.56880985	.	.
18031	Decatur 	25740	24559	23645	23841	22738	20019	18218	17722	17308	17813	18793	19518	19277	19779	19053	17294	15107	12171	5887	---	---	---		0.048088277	0.038655107	-0.008221132	0.048509104	0.13582097	0.098858272	0.027987812	0.023919575	-0.028350081	-0.052147076	-0.037145199	0.012501945	-0.025380454	0.038104236	0.101711576	0.144767326	0.241229151	1.067436725	.	.	.	.
18033	DeKalb 	42223	40303	35324	33606	30837	28271	26023	24756	24911	25600	25054	25711	24307	20225	17167	13880	8251	1968	---	---	---	---		0.047639134	0.140952327	0.051121823	0.089794727	0.090764388	0.086385121	0.051179512	-0.006222151	-0.026914063	0.021792927	-0.025553265	0.057761139	0.201829419	0.178132463	0.236815562	0.682220337	3.192581301	.	.	.	.	.
18035	Delaware 	117671	118769	119659	128587	129219	110938	90252	74963	67270	56377	51414	49624	30131	22926	19030	15753	10843	8843	2374	3677	---	---		-0.009244837	-0.007437802	-0.069431591	-0.004890922	0.164785736	0.229202677	0.203953951	0.114360042	0.193217092	0.096530128	0.036071256	0.646941688	0.314272006	0.204729375	0.208023868	0.452826708	0.22616759	2.724936816	-0.354364971	.	.	.
18037	Dubois 	41889	39868	36616	34238	30934	27463	23785	22579	20553	19915	19843	20357	20253	15992	12597	10394	6321	3632	1778	1168	---	---		0.050692285	0.088813633	0.069454992	0.106808043	0.126388231	0.154635274	0.053412463	0.098574417	0.032036154	0.003628484	-0.0252493	0.005135042	0.266445723	0.269508613	0.211949201	0.64436007	0.740363436	1.042744657	0.522260274	.	.	.
